Date,Open,High,Low,Close,Volume,trend
12/05/2002,48.125,51.112499,48.125,49.650002,1720264,bullish
12/06/2002,50.5,51.674999,49.637501,50.950001,1139968,bullish
12/09/2002,50.75,51.724998,48.025002,48.5,975768,bearish
12/10/2002,47.625,50.5,47.275002,49.612499,837808,bullish
12/11/2002,51,53.987499,50.75,51.950001,3286400,bullish
12/12/2002,52,54,52,52.375,2568024,bullish
12/13/2002,53,53.674999,52.275002,52.587502,1112288,bearish
12/16/2002,53.25,53.674999,50.025002,50.325001,1231456,bearish
12/17/2002,51.275002,51.275002,48.900002,49.400002,855656,bearish
12/18/2002,49.950001,50.724998,48.599998,48.9375,618096,bearish
12/19/2002,49.924999,54.375,49.375,53.075001,3770256,bullish
12/20/2002,53.75,54.950001,52.5,53.512501,2952072,bearish
12/23/2002,53.75,53.762501,51.25,51.612499,1277744,bearish
12/24/2002,51.75,54,51.5625,53.737499,1729840,bullish
12/25/2002,53.737499,53.737499,53.737499,53.737499,0,bearish
12/26/2002,54.150002,55.950001,53.25,55.262501,2894448,bullish
12/27/2002,55.650002,55.875,53.787498,54.012501,956984,bearish
12/30/2002,54,57.724998,52.762501,57.150002,4253744,bullish
12/31/2002,57.525002,61.087502,56,60.112499,9998480,bullish
01/01/2003,59.987499,61.974998,59.987499,61.087502,6027072,bullish
01/02/2003,61.525002,62.924999,57.912498,58.299999,5325328,bearish
01/03/2003,60,61.049999,58.5,59.012501,4198040,bearish
01/06/2003,59.924999,60.1875,56.875,57.262501,4121520,bearish
01/07/2003,58,58.5,56.0625,56.599998,2650800,bearish
01/08/2003,57.349998,59.150002,56.924999,58.625,2648456,bullish
01/09/2003,59,60.150002,58.450001,59.200001,2630400,bullish
01/10/2003,60,60,55.262501,55.575001,1702816,bearish
01/13/2003,56.224998,56.75,54.25,56.137501,2421496,bearish
01/14/2003,56.724998,58.625,56.5,56.887501,2239360,bullish
01/15/2003,57.349998,58.625,57.025002,58.025002,2759760,bullish
01/16/2003,58.462502,60.200001,57.525002,58.849998,2842656,bullish
01/17/2003,58.125,59,57.275002,57.525002,1284144,bearish
01/20/2003,57.25,57.474998,55.275002,55.6875,928872,bearish
01/21/2003,55.762501,56.5625,54,54.237499,1147240,bearish
01/22/2003,54.700001,55.75,54.075001,54.474998,1081352,bearish
01/23/2003,53.75,54.474998,51.775002,52.474998,1001872,bearish
01/24/2003,52.625,53.474998,49.887501,50.599998,1436848,bearish
01/27/2003,48,49.974998,46.275002,47.075001,916832,bearish
01/28/2003,48.137501,50.75,46.25,50.362499,2043224,bullish
01/29/2003,50.525002,51.25,48.549999,48.9375,1370440,bearish
01/30/2003,48.775002,51.099998,48.775002,49.6875,1203464,bullish
01/31/2003,48.75,50.112499,48.174999,48.487499,1083040,bearish
02/03/2003,48.8125,52.474998,48.625,52.1875,1566808,bullish
02/04/2003,52.25,53.474998,50.012501,50.549999,1311144,bearish
02/05/2003,49.75,50.5,48.837502,49.612499,845080,bearish
02/06/2003,49.6875,50.900002,49.125,50.612499,946624,bullish
02/07/2003,50.137501,51.912498,49.5625,50.125,1023440,bearish
02/10/2003,49.5,50.224998,48.299999,48.462502,449688,bearish
02/11/2003,48.5,49.737499,47.75,48.025002,701960,bearish
02/12/2003,48.525002,48.75,47.025002,47.387501,459064,bearish
02/13/2003,47.387501,47.387501,47.387501,47.387501,0,bearish
02/14/2003,45.637501,47.849998,44.5625,44.987499,790336,bearish
02/17/2003,46.25,48,45.787498,47.849998,795272,bullish
02/18/2003,48.599998,49,47.325001,47.5625,819688,bearish
02/19/2003,48.25,48.462502,47.412498,47.587502,455960,bearish
02/20/2003,46.400002,47.737499,45.825001,47.4375,542944,bullish
02/21/2003,47.5,47.950001,46.424999,46.612499,494544,bearish
02/24/2003,47.737499,47.737499,46.5,46.900002,326488,bearish
02/25/2003,45.387501,47,45.387501,45.799999,264440,bullish
02/26/2003,46.275002,46.950001,44.650002,45,422312,bearish
02/27/2003,44.75,46.450001,44.700001,45.6875,280480,bullish
02/28/2003,47.387501,48.5,46.049999,48.049999,694688,bullish
03/03/2003,46.275002,48.987499,46.275002,47.525002,500896,bullish
03/04/2003,47,47,46,46.337502,255760,bearish
03/05/2003,45.825001,47,44.9375,46.525002,471552,bullish
03/06/2003,46.900002,46.900002,45,45.262501,265080,bearish
03/07/2003,45.974998,45.974998,43.8125,44,518664,bearish
03/10/2003,43.837502,44.25,40.375,41.025002,346400,bearish
03/11/2003,40,43.450001,39.575001,42.012501,497168,bullish
03/12/2003,43.174999,43.174999,41.200001,41.387501,481872,bearish
03/13/2003,42.212502,42.724998,41,41.924999,390112,bearish
03/14/2003,41.924999,41.924999,41.924999,41.924999,0,bearish
03/17/2003,40.775002,43,40.275002,41.799999,373856,bullish
03/18/2003,41.799999,41.799999,41.799999,41.799999,0,bearish
03/19/2003,42.875,43.25,41.3125,41.712502,374256,bearish
03/20/2003,41.875,43,41,42.724998,537616,bullish
03/21/2003,42.724998,42.724998,42.724998,42.724998,0,bearish
03/24/2003,43.375,43.75,41.25,41.587502,328920,bearish
03/25/2003,42.474998,42.474998,40.125,40.987499,351496,bearish
03/26/2003,42.25,42.25,40.125,40.799999,260264,bearish
03/27/2003,40.474998,41,40,40.412498,241056,bearish
03/28/2003,41.5,41.5,40,40.174999,218000,bearish
03/31/2003,32.474998,39.712502,32.474998,38.387501,230712,bullish
04/01/2003,null,null,null,null,null,bearish
04/02/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/03/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/04/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/07/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/08/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/09/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/10/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/11/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/14/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/15/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/16/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/17/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/18/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/21/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/22/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/23/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/24/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/25/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/28/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/29/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
04/30/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/01/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/02/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/05/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/06/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/07/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/08/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/09/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/12/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/13/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/14/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/15/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/16/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/19/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/20/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/21/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/22/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/23/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/26/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/27/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/28/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/29/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
05/30/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/02/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/03/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/04/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/05/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/06/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/09/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/10/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/11/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/12/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/13/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/16/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/17/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/18/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/19/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/20/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/23/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/24/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/25/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/26/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/27/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
06/30/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/01/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/02/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/03/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/04/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/07/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/08/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/09/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/10/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/11/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/14/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/15/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/16/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/17/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/18/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/21/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/22/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/23/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/24/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/25/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/28/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/29/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/30/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
07/31/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/01/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/04/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/05/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/06/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/07/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/08/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/11/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/12/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/13/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/14/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/15/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/18/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/19/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/20/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/21/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/22/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/25/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/26/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/27/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/28/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
08/29/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/01/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/02/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/03/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/04/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/05/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/08/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/09/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/10/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/11/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/12/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/15/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/16/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/17/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/18/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/19/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/22/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/23/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/24/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/25/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/26/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/29/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
09/30/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/01/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/02/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/03/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/06/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/07/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/08/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/09/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/10/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/13/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/14/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/15/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/16/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/17/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/20/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/21/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/22/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/23/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/24/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/27/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/28/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/29/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/30/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
10/31/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/03/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/04/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/05/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/06/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/07/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/10/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/11/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/12/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/13/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/14/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/17/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/18/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/19/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/20/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/21/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/24/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/25/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/26/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/27/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
11/28/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/01/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/02/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/03/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/04/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/05/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/08/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/09/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/10/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/11/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/12/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/15/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/16/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/17/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/18/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/19/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/22/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/23/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/24/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/25/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/26/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/29/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/30/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
12/31/2003,38.387501,38.387501,38.387501,38.387501,0,bearish
01/01/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/02/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/05/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/06/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/07/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/08/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/09/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/12/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/13/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/14/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/15/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/16/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/19/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/20/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/21/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/22/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/23/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/26/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/27/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/28/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/29/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
01/30/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/02/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/03/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/04/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/05/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/06/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/09/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/10/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/11/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/12/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/13/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/16/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/17/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/18/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/19/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/20/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/23/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/24/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/25/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/26/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
02/27/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/01/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/02/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/03/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/04/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/05/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/08/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/09/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/10/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/11/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/12/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/15/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/16/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/17/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/18/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/19/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/22/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/23/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/24/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/25/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
03/26/2004,38.387501,38.387501,38.387501,38.387501,0,bearish
